Entropy0;Entropy1;Entropy2;Entropy3;Entropy4;Entropy5;Entropy6;Entropy7;Entropy8;Entropy9;Entropy10;Entropy11;Entropy12;Entropy13;Entropy14;Entropy15;Entropy16;Entropy17;Entropy18;Entropy19;Entropy20;Entropy21;Entropy22;Entropy23;Entropy24;Entropy25;Entropy26;Entropy27;Entropy28;Entropy29;Entropy30;Entropy31;Entropy32;Entropy33;Entropy34;Entropy35;Entropy36;Entropy37;Entropy38;Entropy39;Entropy40;Entropy41;Entropy42;Entropy43;Entropy44;Entropy45;Entropy46;Entropy47;Entropy48;Entropy49;Entropy50;Entropy51;Entropy52;Entropy53;Entropy54;Entropy55;Entropy56;Entropy57;Entropy58;Entropy59;Entropy60;Entropy61;Entropy62;Entropy63;Entropy64;Entropy65;Entropy66;Entropy67;Entropy68;Entropy69;Entropy70;Entropy71;Entropy72;Entropy73;Entropy74;Entropy75;Entropy76;Entropy77;Entropy78;Entropy79;Entropy80;Entropy81;Entropy82;Entropy83;Entropy84;Entropy85;Entropy86;Entropy87;Entropy88;Entropy89;Entropy90;Entropy91;Entropy92;Entropy93;Entropy94;Entropy95;Entropy96;Entropy97;Entropy98;Entropy99
6.090774070742165;6.2055550232844245;6.202237764770287;6.227988100690142;6.277798000431243;6.201252152265683;5.902691457535255;5.905458838799298;6.1520017853354645;6.0552507845669785;5.940447154304508;5.5839904058729175;5.971870065311022;5.818136097833696;6.091420479073223;6.049077444908224;6.192838656178464;6.1637935895027605;6.4701104831275575;6.44855095312885;6.44855095312885;6.44855095312885;6.451318768037786;6.2889981346088115;6.281006544887724;5.826561331887633;5.8312041815641;5.786804656605114;6.089725806583594;5.7846790130583186;5.989488081610281;5.930549189078097;5.95945340556031;5.894784525260683;5.932171582935027;5.996188429417563;5.902496238374778;5.986617316179442;5.98461970363471;5.909102604778104;5.895299820746125;5.559066818954134;5.76283859638319;6.112079208984282;6.192184086960596;5.915099349079282;5.915099349079282;6.0243049802422926;6.115119917186668;5.939317881801413;6.072438790298464;6.048213701197767;6.2001193939468;5.988600413642682;5.988600413642682;5.988600413642682;6.244767049885282;5.7901753059205525;5.583148294738512;5.478448865854632;4.058920584514977;5.78688061018022;5.929914908027915;5.709036927581827;5.733439836351581;5.968316359171968;5.696901846326489;5.81080480675993;5.98270924399801;6.038069381586233;6.038069381586233;5.935738334976854;5.888196229120265;6.136768073324947;5.8235397989424005;6.058171938799112;6.115196909680593;6.1548348146520615;6.1548348146520615;6.21739334742293;6.176242641790007;6.167681377127784;6.167681377127784;6.093703601254429;6.2095618303740165;5.731793452794549;5.987281652316952;6.013014804823749;5.598573835993379;5.598573835993379;5.381792704636967;5.80954984058757;5.603627958557345;5.944380556722222;5.912020439942941;6.04542482674965;5.966904579678642;5.985308218254583;5.529209961977291;5.494608026210866
Entropy0;Entropy1;Entropy2;Entropy3;Entropy4;Entropy5;Entropy6;Entropy7;Entropy8;Entropy9;Entropy10;Entropy11;Entropy12;Entropy13;Entropy14;Entropy15;Entropy16;Entropy17;Entropy18;Entropy19;Entropy20;Entropy21;Entropy22;Entropy23;Entropy24;Entropy25;Entropy26;Entropy27;Entropy28;Entropy29;Entropy30;Entropy31;Entropy32;Entropy33;Entropy34;Entropy35;Entropy36;Entropy37;Entropy38;Entropy39;Entropy40;Entropy41;Entropy42;Entropy43;Entropy44;Entropy45;Entropy46;Entropy47;Entropy48;Entropy49;Entropy50;Entropy51;Entropy52;Entropy53;Entropy54;Entropy55;Entropy56;Entropy57;Entropy58;Entropy59;Entropy60;Entropy61;Entropy62;Entropy63;Entropy64;Entropy65;Entropy66;Entropy67;Entropy68;Entropy69;Entropy70;Entropy71;Entropy72;Entropy73;Entropy74;Entropy75;Entropy76;Entropy77;Entropy78;Entropy79;Entropy80;Entropy81;Entropy82;Entropy83;Entropy84;Entropy85;Entropy86;Entropy87;Entropy88;Entropy89;Entropy90;Entropy91;Entropy92;Entropy93;Entropy94;Entropy95;Entropy96;Entropy97;Entropy98;Entropy99
5.2303136864719075;5.954414364671985;5.954414364671985;6.004818673993816;6.050566318939163;5.593218516130724;5.977515567916347;5.88338095540439;5.64435155856973;5.736037719106951;5.743987034052619;6.014857803528378;6.014857803528378;6.11774803600881;5.713355751116136;5.849068313685366;6.125032278392109;5.727870151258209;5.800906579301859;5.8329705524846105;6.09914497932361;6.01374542594656;6.059868216512007;6.2013212000084055;6.226251782516487;6.166655294436023;6.472094323726602;6.250988405001318;6.224804898457893;6.318922813791417;6.378204210558025;6.209791630673253;5.8575583632515995;5.813518459685438;5.516252200877029;5.606397352694381;5.672674863691673;5.899183777469045;5.799448389849658;5.87133878368054;5.950045639676259;5.897267248214576;5.970089334644169;5.9371722933284286;5.9371722933284286;5.720728631606147;5.925078253907047;5.7050139229972725;5.729073216458817;5.859614868753445;6.022107469618552;6.1898365780753695;6.170797221773772;6.179259401884816;6.081778819274002;5.7841602645441785;5.7841602645441785;5.871500249985957;5.871500249985957;5.814608165014434;5.555774224010187;5.555774224010187;5.490989371021133;5.560902291919743;5.363949775938617;4.594452681320294;6.125832906652915;6.21295325766869;6.319859194659549;6.2958562277745544;6.305104820809147;6.243387364148159;6.061342024206887;6.004277469256688;5.891751638082735;5.9086215888473115;5.864152465378196;5.827697225030406;5.434664153828635;5.4441006334422815;5.816034453940486;5.816034453940486;6.025940134204234;5.916051277820776;6.14680271298892;6.034941748988915;6.088657429415215;6.028050644842492;5.876839098345035;6.028050644842492;5.659303314284263;5.736905730236089;5.504555627374765;5.458590039707229;5.370343153685174;5.763817826781788;5.286393150903404;5.609568487727265;5.611811325102665;5.471087674454608
Entropy0;Entropy1;Entropy2;Entropy3;Entropy4;Entropy5;Entropy6;Entropy7;Entropy8;Entropy9;Entropy10;Entropy11;Entropy12;Entropy13;Entropy14;Entropy15;Entropy16;Entropy17;Entropy18;Entropy19;Entropy20;Entropy21;Entropy22;Entropy23;Entropy24;Entropy25;Entropy26;Entropy27;Entropy28;Entropy29;Entropy30;Entropy31;Entropy32;Entropy33;Entropy34;Entropy35;Entropy36;Entropy37;Entropy38;Entropy39;Entropy40;Entropy41;Entropy42;Entropy43;Entropy44;Entropy45;Entropy46;Entropy47;Entropy48;Entropy49;Entropy50;Entropy51;Entropy52;Entropy53;Entropy54;Entropy55;Entropy56;Entropy57;Entropy58;Entropy59;Entropy60;Entropy61;Entropy62;Entropy63;Entropy64;Entropy65;Entropy66;Entropy67;Entropy68;Entropy69;Entropy70;Entropy71;Entropy72;Entropy73;Entropy74;Entropy75;Entropy76;Entropy77;Entropy78;Entropy79;Entropy80;Entropy81;Entropy82;Entropy83;Entropy84;Entropy85;Entropy86;Entropy87;Entropy88;Entropy89;Entropy90;Entropy91;Entropy92;Entropy93;Entropy94;Entropy95;Entropy96;Entropy97;Entropy98;Entropy99
5.823136425717473;5.788920167528217;5.786464429033531;5.518493968488435;5.338288802948829;5.589233615959204;5.589233615959204;5.239187671612346;5.973217698236468;5.653053050361097;5.680272137513911;6.264976157394546;6.20180839180082;6.204216470526483;5.881931364736496;5.8059091791013;5.543800938612396;5.513131177778921;5.971052510984423;5.87013136354691;5.82784959666401;6.021454055593439;5.952767691924533;5.9675922830489885;5.960327083944061;5.863002235752065;5.863002235752065;5.757919065238616;5.672474575520942;5.632200542652957;5.705394135141709;5.332952156211439;5.987707499709419;5.500482751516787;5.8014780389696305;6.172058354690023;6.098666052329432;6.063167173807541;5.833354622224849;5.614159450021802;5.74452005095889;5.897283818541233;5.853133969496216;5.9581048829014955;6.211529624147391;6.289414016881276;6.231980333690738;5.979121948225535;5.979728301429008;5.825669856093739;5.780231082887307;5.935010293054358;5.543735301343885;5.306970450572245;5.597607632436377;5.5727020063875115;5.7435260871687825;5.734836849328012;5.661149377258654;5.754607671811974;5.796628751690158;5.8032878959482455;5.711833223587305;5.723681597712116;5.376829219256638;5.882784115711039;6.023277932051615;5.9851719104223;5.966637495737616;5.946369168639993;5.9385984702635035;5.873826394403532;5.484373661585602;5.3542393583298535;5.120261444473717;5.441821742010607;5.813640574437328;6.007428250825976;6.2759349176352215;6.31349897213849;6.10971239663025;6.150849849100489;6.202143001132463;6.13026470434264;6.113622662050165;6.216295589100283;6.251833012540325;6.338525399869332;6.243080689167256;5.981265589857343;6.076548029818797;6.037944357417046;5.6701963421879285;5.572403997916448;5.783341097434606;5.742687472215146;5.6820201870780815;5.668170871355179;5.522286935177461;5.242075955505262
Entropy0;Entropy1;Entropy2;Entropy3;Entropy4;Entropy5;Entropy6;Entropy7;Entropy8;Entropy9;Entropy10;Entropy11;Entropy12;Entropy13;Entropy14;Entropy15;Entropy16;Entropy17;Entropy18;Entropy19;Entropy20;Entropy21;Entropy22;Entropy23;Entropy24;Entropy25;Entropy26;Entropy27;Entropy28;Entropy29;Entropy30;Entropy31;Entropy32;Entropy33;Entropy34;Entropy35;Entropy36;Entropy37;Entropy38;Entropy39;Entropy40;Entropy41;Entropy42;Entropy43;Entropy44;Entropy45;Entropy46;Entropy47;Entropy48;Entropy49;Entropy50;Entropy51;Entropy52;Entropy53;Entropy54;Entropy55;Entropy56;Entropy57;Entropy58;Entropy59;Entropy60;Entropy61;Entropy62;Entropy63;Entropy64;Entropy65;Entropy66;Entropy67;Entropy68;Entropy69;Entropy70;Entropy71;Entropy72;Entropy73;Entropy74;Entropy75;Entropy76;Entropy77;Entropy78;Entropy79;Entropy80;Entropy81;Entropy82;Entropy83;Entropy84;Entropy85;Entropy86;Entropy87;Entropy88;Entropy89;Entropy90;Entropy91;Entropy92;Entropy93;Entropy94;Entropy95;Entropy96;Entropy97;Entropy98;Entropy99
6.199972652379123;6.192139380740242;6.214469771717132;6.164603886260769;6.164603886260769;6.156289806336221;6.042111602486047;5.988341941731061;6.025504553707983;6.130034928501247;5.827033433407462;5.761573591042504;5.932405947117612;5.700677525205727;5.692879516207765;5.920114688797198;5.70021446850589;5.901933247431338;5.694213757743972;5.634285127033745;5.976122895808717;5.575858477557726;5.897068112410466;5.487285608243516;5.79123822103153;5.997017127658603;5.5729350472241235;6.217735575084845;6.060926077089851;6.010490837911663;6.000359851886436;6.1584009703150855;6.161540002964615;6.161188981560325;5.9816652115876385;6.12315757066012;6.0689510239659565;5.992743176211037;5.8759772265642605;5.812488255140899;5.716857827441895;5.806876600579002;5.720765112876424;5.720765112876424;5.735884781307426;6.099496213724423;6.099496213724423;6.149306752267468;6.092916395602898;6.154002453814671;6.069120974579593;6.008557735729666;5.952358635282769;5.896282267776074;5.845052913383608;5.750528597641648;5.881237926067764;5.788771382294908;5.788771382294908;5.921861965299313;5.9037826498334915;6.022916122559669;5.877837880855185;5.927434517031025;5.894755151253429;5.886783176977481;6.153552540619461;6.077826030508118;6.050104330256581;6.274765628794946;6.227436807273415;6.1047411764215855;6.003509364559696;6.06011315401787;6.06381348949748;6.0734175750807164;6.100570273651604;6.055468495644994;5.775221358765628;5.759699717964298;5.611660206021726;5.280442587864719;5.421599559661223;5.4264297729909625;5.468889877434131;5.497111829065503;5.6403368199129265;5.764432890240945;5.596829611862982;5.947312368281985;6.004078226571137;6.053550835235989;6.008146852827256;6.001731069660712;5.915932825197002;5.490096207645634;5.490096207645634;4.639461884882113;2.8807059016500247;3.0861741498259714
Entropy0;Entropy1;Entropy2;Entropy3;Entropy4;Entropy5;Entropy6;Entropy7;Entropy8;Entropy9;Entropy10;Entropy11;Entropy12;Entropy13;Entropy14;Entropy15;Entropy16;Entropy17;Entropy18;Entropy19;Entropy20;Entropy21;Entropy22;Entropy23;Entropy24;Entropy25;Entropy26;Entropy27;Entropy28;Entropy29;Entropy30;Entropy31;Entropy32;Entropy33;Entropy34;Entropy35;Entropy36;Entropy37;Entropy38;Entropy39;Entropy40;Entropy41;Entropy42;Entropy43;Entropy44;Entropy45;Entropy46;Entropy47;Entropy48;Entropy49;Entropy50;Entropy51;Entropy52;Entropy53;Entropy54;Entropy55;Entropy56;Entropy57;Entropy58;Entropy59;Entropy60;Entropy61;Entropy62;Entropy63;Entropy64;Entropy65;Entropy66;Entropy67;Entropy68;Entropy69;Entropy70;Entropy71;Entropy72;Entropy73;Entropy74;Entropy75;Entropy76;Entropy77;Entropy78;Entropy79;Entropy80;Entropy81;Entropy82;Entropy83;Entropy84;Entropy85;Entropy86;Entropy87;Entropy88;Entropy89;Entropy90;Entropy91;Entropy92;Entropy93;Entropy94;Entropy95;Entropy96;Entropy97;Entropy98;Entropy99
5.98490578092067;6.028901801481444;6.028901801481444;6.028901801481444;6.015319013057518;5.786298198516388;5.7742114529972435;5.7742114529972435;5.694702821493155;5.762051239570401;5.792292704164805;5.961871123462542;6.114916133645383;6.114916133645383;6.318772027071636;6.318772027071636;6.185119388065169;6.321234553350796;6.177253113276702;6.368619768027319;5.96679951184711;6.036284551865775;6.089079129089981;6.046471797113888;6.106648811491859;5.870908623479224;5.688344102908647;5.468211855589063;5.398250153148356;5.997230402833779;5.997230402833779;5.505168292203005;6.048730430680522;5.770287623526076;5.710880082193451;5.8677468972105435;5.859459903909656;5.358026026516337;5.812325939891903;5.7412596884434555;5.7412596884434555;5.500627277159141;5.70099549125476;5.712604514288782;5.296951842455557;5.724793061333123;5.962530143675421;6.0825677780735585;5.97108485640418;5.808811230718327;5.810115072306261;5.733856533292148;5.908557786091073;6.050173737163856;6.153002530543395;6.137169393595724;6.071384407753088;5.366380055970799;5.8804204408807506;5.420551255777831;5.950906052925319;5.950906052925319;6.239673376647047;6.246224449097651;5.850017274742708;6.246224449097651;6.264922301532491;5.678177007916392;5.1142623866535555;5.4957635951116774;5.493067657427812;5.387475367733774;5.514760087471648;5.602373028817646;5.468606515542142;5.602373028817646;5.59920585262715;5.660900889266345;5.8304177605460605;5.8304177605460605;5.573734102157052;5.789423779865661;5.58045895505027;5.428206931675368;5.612741609252082;5.7219192429650345;5.712296646478174;5.700199831187087;5.635445050047768;5.756449536043917;5.8737867645317605;5.8465976989618955;5.8465976989618955;5.909433119025191;5.784084408584154;5.617630672869912;4.54339895082184;4.308310469193108;4.344251785807643;3.108838461063768
