Type;CurrentTime;ClientID;PacketID;PacketType;MessageID;PacketTimeQueued;PacketTimeSent;PacketTimeDelivered;TotalFragments;PrOthers;PrSenderA;PrSenderB;RealSenderLabel;Route;PoolSizes
RCV_PKT_REAL;107.17392158375472;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;30d1f687138c392dafdac74e6c830d1712a3341804c20fc21b7cfd5da0a31cea;REAL;1b57c44d87fe84f7025a8da09eca656c82b1fe89c6bb7b78b0f5d6fe731c30da;105.0;105.31650945570014;107.17392158375472;1;0.9701900935280776;0.01618578553623229;0.01362412093569035;1;[M1, M5, M6, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;108.01614137357635;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;f8828a3c6f2e9ce5e77c69cdb23b8aeea53762d74972e6d3d061688ca817de89;REAL;4ef8aaf03e7ac94d2fdd4893bb2a4e3055fa753b1251f56b0f3956e4d237f7c3;107.0;107.0710080253707;108.01614137357635;1;0.9714762183468587;0.01567232346847482;0.012851458184666204;2;[M0, M4, M8, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;108.93520474431502;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;10d8cf57eeda01aade0e2c92dbc5c132fbe9e69ed214fa7c97778ceb948e6fb8;REAL;21ba9f96ccc599e0f64b97d9410399634c0c09f777e32c70e39d6ff03a590556;108.0;108.1532691218527;108.93520474431502;1;0.9755513826650107;0.014384908570832359;0.010063708764156212;1;[M2, M4, M8, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;109.46187762572215;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;ef4c6f48da6f229b33305b0eda6d1a0224b407c6b0474e95d97e9d082022ea1c;REAL;a07eacf38acc19cf54128df935039ed9f7068401739754d2484e3497de4ad0fd;106.0;106.36701427713756;109.46187762572215;1;0.9741618604419232;0.01359847826632445;0.01223966129175199;1;[M1, M3, M6, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;109.82370369428816;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;726c9e5f993078203767da88037c9bbe3da82348ffea3515afc25f391919d8a8;REAL;31a11586effff3c7d2e88a01cefc32fde5717469581523ec989124ed60ba133a;108.0;108.53320585952;109.82370369428816;1;0.975497863328631;0.012325032974981574;0.012177103696386814;2;[M2, M3, M8, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;109.9163866138176;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;f1e2dde2202e6d7b435d97f3ab4a193bcea5a038d42d7256c32bbd2a16d29a23;REAL;96bc776b81cd7f22f0b7c692cc6759611e42d4e9c4ac35ac0a1c037c62160cb0;107.0;107.23719189542456;109.9163866138176;1;0.9761174997042408;0.011957263574678335;0.011925236721080337;1;[M2, M4, M7, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;110.25154179339658;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;a3fc72a01d9fb43f2d83061c23e2dede70203fbb11f870eb5f3d42c5f0d81e7f;REAL;8297f9a7e578203285c8ff5b21e5677875327eb35a521de9a230ab749568ee88;109.0;109.55026657645809;110.25154179339658;1;0.9767131427975005;0.011388429707505022;0.011898427494994106;2;[M1, M3, M8, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;110.89010409565167;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;834267c86899d9f2116cfb701d344c8a0fd2a84cf86d597f2195b500414e2649;REAL;dc784e2fcd2256be16e82942d0908fe967eaa4ac67387f2f992ad50a02dba4ea;109.0;109.05250291367392;110.89010409565167;1;0.9791709107258318;0.009867829145802575;0.01096126012836494;1;[M1, M5, M7, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;111.51330717839586;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;05a5ea77aa036cf35cb994b73cd49696945ff566dbb4b1db56c6bbace079f690;REAL;cff2cc6ee2ddda5be09180c71d51aa15f305ed1e0c044d396072c7c669984bfa;110.0;110.06468482243014;111.51330717839586;1;0.9801431428141374;0.010016843569438176;0.009840013616424441;2;[M1, M3, M6, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;112.10360098257173;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;971c5f28d47a6c2a22e127828492b1df0b410ceb839a359e8ec3e8350a3c1969;REAL;078f600b64caebd1b9a00a556219854aa0f2bd2fabcf2f046d87264ab2b69ebe;110.0;110.29757615052932;112.10360098257173;1;0.9762803544720688;0.012361059438080075;0.011358586089850973;1;[M2, M4, M8, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
