Type;CurrentTime;ClientID;PacketID;PacketType;MessageID;PacketTimeQueued;PacketTimeSent;PacketTimeDelivered;TotalFragments;PrOthers;PrSenderA;PrSenderB;RealSenderLabel;Route;PoolSizes
RCV_PKT_REAL;102.578399808872;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;d9a35542eafc579ff01b8a670e80d7f91e05e97bff0353dd38c77070fff47e4e;REAL;81e482dca5f699e921f2c756c9e7b7b20ee5f5840fc9d0e0569635ac473f7ef6;101.0;101.26429504923367;102.578399808872;1;0.9843271222069465;0.006101584952380468;0.009571292840672546;2;[M2, M3, M6, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;103.11342250372505;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;522782930d4c139281724d8d69435e3c8d8b88ff204edeaa8f0fceada04e6dd3;REAL;744bebe95a2c7a9816cdc1cbd56008c126624ee4a83f706300db35969edfd487;102.0;102.00179833293491;103.11342250372505;1;0.9850769307212273;0.005241628170648506;0.009681441108124089;2;[M1, M5, M7, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;104.62875846950001;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;5b5c6f847abcf2cc7020a7e265fa49792404523be7f679668c90a245129f997f;REAL;1881fc2c637760d4572ccbd0d22944f6a04b8a691009f095bc4e5e95e6f69ee2;101.0;101.90775617248858;104.62875846950001;1;0.9940045549923828;0.0022897243780798165;0.003705720629537523;1;[M1, M5, M7, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;106.0306887127531;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;ecdd078439a367f3d8db7a7887ec563b61c5297d3056a06f94a94e26099f33fc;REAL;e92afdee61d180c6c5c1ce979616ab4bbdba1f6e6143fe6eeaab485503cf6091;103.0;104.40580326423309;106.0306887127531;1;0.9750686772462115;0.015099324355105222;0.009831998398683074;2;[M0, M3, M6, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;106.05705833163118;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;51ae6d519c0d7e3fd88ba4f9ccbc37bf0faae68cfbb726cbb656df0fbb55360c;REAL;58d6bc58da404e77003ac730620acf7fe4e4564314d2b56f416c54c7a3c99c14;104.0;104.63319377276822;106.05705833163118;1;0.9758331572160761;0.014855674515448116;0.009311168268475677;1;[M0, M3, M8, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;106.61070526567464;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;1251c1f850059898854112429d2cc9051d681b3f4eeb35a345cb32ed2e1ff866;REAL;d5eb67c4a632c14e3386e2b241de53f02fb34755ba1d69593570d012266ff289;104.0;105.34652564609434;106.61070526567464;1;0.9707634128565885;0.016108981079827236;0.013127606063584572;2;[M1, M4, M6, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;106.84499079273802;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;056276930e4fabe1a2627cfe64590ba1ec88ac7d902a5325f926d547714f1fa4;REAL;e521713d748f9276147b45c6959855980327590339bc8b80c1b4ef2ce49fb1bc;105.0;105.3526738846638;106.84499079273802;1;0.9698128031322711;0.015923909451923134;0.014263287415805698;2;[M1, M4, M8, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;106.8833177362568;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;0cba784bd9894da7a32245e883758ec5b88f7dff72c7c244b6bd25a385e31de6;REAL;0e3e0dde5e6a6023e4fc4c47b40b0769e4788212f20d65d54498161306840fe6;102.0;103.98715425456672;106.8833177362568;1;0.9697189370431877;0.015932353466789173;0.014348709490023254;1;[M1, M3, M8, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;106.95878374742307;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;ee2e2a8d84d3efbfca4d732ed3a6f7dcf2086a589264b5884935582e0607fa76;REAL;7b9d4e3325c32640fc07f37c95521bdd9534581587545c3b45600dd74a467f27;106.0;106.1554407381155;106.95878374742307;1;0.9703433187593313;0.01580521223466457;0.013851469006004596;2;[M1, M4, M6, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
RCV_PKT_REAL;106.9668170761982;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;b5f560476aa4373fd0b3705219d4ffc1d38fef4cc46de706c42921e4a8458a65;REAL;6d2a681dc6d74c0ca1694fa5958b792f1625e14e7de8e77cc655a340ebccdd84;103.0;104.39677170726446;106.9668170761982;1;0.9685630716969342;0.016315109066700476;0.015121819236365647;1;[M0, M3, M7, f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b];[]
